,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,KNOWERLEV,GENDER,ID,PASS_SORT,PASS_DOUBLE,PASS_HITCH,PASS_SORT_1,PASS_DOUBLE_1,PASS_HITCH_1,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
448,,double,,,,,97.0,,,,,,,14,10,0,right,blue
449,,double,,,,,97.0,,,,,,,15,10,1,right,blue
450,,hitch,,,,,97.0,,,,,,,1,1,0,left,red
451,,hitch,,,,,97.0,,,,,,,2,1,1,left,black
452,,hitch,,,,,97.0,,,,,,,3,2,0,right,black
453,,hitch,,,,,97.0,,,,,,,4,2,1,right,blue
454,,hitch,,,,,97.0,,,,,,,5,3,0,left,red
455,,hitch,,,,,97.0,,,,,,,6,3,1,left,black
456,,hitch,,,,,97.0,,,,,,,7,4,0,right,blue
457,,hitch,,,,,97.0,,,,,,,8,4,1,right,black
458,,hitch,,,,,97.0,,,,,,,9,5,0,left,red
459,,hitch,,,,,97.0,,,,,,,10,5,1,left,black
460,,hitch,,,,,97.0,,,,,,,11,6,0,right,blue
461,,hitch,,,,,97.0,,,,,,,12,6,1,right,black
462,,hitch,,,,,97.0,,,,,,,13,7,0,right,blue
463,,hitch,,,,,97.0,,,,,,,14,7,1,right,black
464,,hitch,,,,,97.0,,,,,,,15,8,0,left,red
465,,hitch,,,,,97.0,,,,,,,16,8,1,left,black
466,,hitch,,,,,97.0,,,,,,,17,9,0,right,blue
467,,hitch,,,,,97.0,,,,,,,18,9,1,right,black
468,,sort,,,,,99.0,,,,,,,1,1,0,right,blue
469,,sort,,,,,99.0,,,,,,,2,2,0,left,red
470,,sort,,,,,99.0,,,,,,,3,3,0,right,blue
471,,sort,,,,,99.0,,,,,,,4,4,0,left,red
472,,sort,,,,,99.0,,,,,,,5,5,0,right,blue
473,,sort,,,,,99.0,,,,,,,6,6,0,right,blue
474,,sort,,,,,99.0,,,,,,,7,7,0,left,red
475,,sort,,,,,99.0,,,,,,,8,8,0,left,red
476,,sort,,,,,99.0,,,,,,,9,9,0,right,blue
477,,sort,,,,,99.0,,,,,,,10,10,0,left,red
478,,sort,,,,,99.0,,,,,,,11,11,0,left,red
479,,sort,,,,,99.0,,,,,,,12,12,0,right,blue
480,,sort,,,,,99.0,,,,,,,13,13,0,right,blue
481,,sort,,,,,99.0,,,,,,,14,14,0,left,red
482,,sort,,,,,99.0,,,,,,,15,15,0,left,red
483,,double,,,,,99.0,,,,,,,1,1,0,left,red
484,,double,,,,,99.0,,,,,,,2,1,1,left,red
485,,double,,,,,99.0,,,,,,,3,2,0,left,red
486,,double,,,,,99.0,,,,,,,4,3,0,left,red
487,,double,,,,,99.0,,,,,,,5,4,0,right,blue
488,,double,,,,,99.0,,,,,,,6,4,1,right,blue
489,,double,,,,,99.0,,,,,,,7,5,0,left,red
490,,double,,,,,99.0,,,,,,,8,5,1,left,red
491,,double,,,,,99.0,,,,,,,9,6,0,right,blue
492,,double,,,,,99.0,,,,,,,10,6,1,right,blue
493,,double,,,,,99.0,,,,,,,11,7,0,left,red
494,,double,,,,,99.0,,,,,,,12,8,0,right,blue
495,,double,,,,,99.0,,,,,,,13,8,1,right,blue
496,,double,,,,,99.0,,,,,,,14,9,0,right,red
497,,double,,,,,99.0,,,,,,,15,9,1,right,red
498,,hitch,,,,,99.0,,,,,,,1,1,0,left,black
499,,hitch,,,,,99.0,,,,,,,2,1,1,left,red
500,,hitch,,,,,99.0,,,,,,,3,2,0,left,red
501,,hitch,,,,,99.0,,,,,,,4,2,1,left,black
502,,hitch,,,,,99.0,,,,,,,5,3,0,left,black
503,,hitch,,,,,99.0,,,,,,,6,3,1,left,red
504,,hitch,,,,,99.0,,,,,,,7,4,0,right,black
505,,hitch,,,,,99.0,,,,,,,8,4,1,right,blue
506,,hitch,,,,,99.0,,,,,,,9,5,0,left,black
507,,hitch,,,,,99.0,,,,,,,10,5,1,left,red
508,,hitch,,,,,99.0,,,,,,,11,6,0,left,red
509,,hitch,,,,,99.0,,,,,,,12,6,1,left,black
510,,hitch,,,,,99.0,,,,,,,13,7,0,left,red
511,,hitch,,,,,99.0,,,,,,,14,7,1,left,black
512,,sort,,,,,100.0,,,,,,,1,1,0,left,red
513,,sort,,,,,100.0,,,,,,,2,2,0,right,blue
514,,sort,,,,,100.0,,,,,,,3,3,0,left,red
515,,sort,,,,,100.0,,,,,,,4,4,0,right,blue
516,,sort,,,,,100.0,,,,,,,5,5,0,left,red
517,,sort,,,,,100.0,,,,,,,6,6,0,right,blue
518,,sort,,,,,100.0,,,,,,,7,7,0,left,red
519,,sort,,,,,100.0,,,,,,,8,8,0,right,blue
520,,sort,,,,,100.0,,,,,,,9,9,0,left,red
521,,sort,,,,,100.0,,,,,,,10,10,0,right,blue
522,,sort,,,,,100.0,,,,,,,11,11,0,left,red
523,,sort,,,,,100.0,,,,,,,12,12,0,right,blue
524,,double,,,,,100.0,,,,,,,1,1,0,left,red
525,,double,,,,,100.0,,,,,,,2,2,0,right,blue
526,,double,,,,,100.0,,,,,,,3,2,1,right,blue
527,,double,,,,,100.0,,,,,,,4,3,0,left,red
528,,double,,,,,100.0,,,,,,,5,4,0,right,blue
529,,double,,,,,100.0,,,,,,,6,4,1,right,blue
530,,double,,,,,100.0,,,,,,,7,5,0,left,red
531,,double,,,,,100.0,,,,,,,8,6,0,right,blue
532,,double,,,,,100.0,,,,,,,9,6,1,right,blue
533,,double,,,,,100.0,,,,,,,10,7,0,left,red
534,,double,,,,,100.0,,,,,,,11,8,0,right,blue
535,,double,,,,,100.0,,,,,,,12,8,1,right,blue
536,,double,,,,,100.0,,,,,,,13,9,0,left,red
537,,double,,,,,100.0,,,,,,,14,10,0,right,blue
538,,double,,,,,100.0,,,,,,,15,10,1,right,blue
539,,hitch,,,,,100.0,,,,,,,1,1,0,left,red
540,,hitch,,,,,100.0,,,,,,,2,1,1,left,black
541,,hitch,,,,,100.0,,,,,,,3,2,0,right,blue
542,,hitch,,,,,100.0,,,,,,,4,2,1,right,black
543,,hitch,,,,,100.0,,,,,,,5,3,0,left,red
544,,hitch,,,,,100.0,,,,,,,6,3,1,left,black
545,,hitch,,,,,100.0,,,,,,,7,4,0,left,red
546,,hitch,,,,,100.0,,,,,,,8,4,1,left,black
547,,hitch,,,,,100.0,,,,,,,9,5,0,right,blue
548,,hitch,,,,,100.0,,,,,,,10,5,1,right,black
549,,hitch,,,,,100.0,,,,,,,11,6,0,left,red
550,,hitch,,,,,100.0,,,,,,,12,6,1,left,black
551,,hitch,,,,,100.0,,,,,,,13,7,0,right,blue
552,,hitch,,,,,100.0,,,,,,,14,7,1,right,black
553,,hitch,,,,,100.0,,,,,,,15,8,0,left,red
554,,hitch,,,,,100.0,,,,,,,16,8,1,left,black
555,,hitch,,,,,100.0,,,,,,,17,9,0,right,blue
556,,hitch,,,,,100.0,,,,,,,18,9,1,right,black
557,,sort,,,,,105.0,,,,,,,1,1,0,left,red
558,,sort,,,,,105.0,,,,,,,2,2,0,right,blue
559,,sort,,,,,105.0,,,,,,,3,3,0,left,red
560,,sort,,,,,105.0,,,,,,,4,4,0,right,blue
561,,sort,,,,,105.0,,,,,,,5,5,0,left,red
562,,sort,,,,,105.0,,,,,,,6,6,0,right,blue
563,,sort,,,,,105.0,,,,,,,7,7,0,left,red
564,,sort,,,,,105.0,,,,,,,8,8,0,left,red
565,,sort,,,,,105.0,,,,,,,9,9,0,right,blue
566,,sort,,,,,105.0,,,,,,,10,10,0,left,red
567,,sort,,,,,105.0,,,,,,,11,11,0,right,blue
568,,double,,,,,105.0,,,,,,,1,1,0,left,red
569,,double,,,,,105.0,,,,,,,2,2,0,right,blue
570,,double,,,,,105.0,,,,,,,3,3,0,left,red
571,,double,,,,,105.0,,,,,,,4,4,0,left,red
572,,double,,,,,105.0,,,,,,,5,5,0,right,blue
573,,double,,,,,105.0,,,,,,,6,6,0,left,red
574,,double,,,,,105.0,,,,,,,7,7,0,left,red
575,,hitch,,,,,105.0,,,,,,,1,1,0,right,black
576,,hitch,,,,,105.0,,,,,,,2,1,1,right,blue
577,,hitch,,,,,105.0,,,,,,,3,2,0,left,red
578,,hitch,,,,,105.0,,,,,,,4,2,1,left,black
579,,hitch,,,,,105.0,,,,,,,5,3,0,right,black
580,,hitch,,,,,105.0,,,,,,,6,3,1,right,blue
581,,hitch,,,,,105.0,,,,,,,7,4,0,left,black
582,,hitch,,,,,105.0,,,,,,,8,4,1,left,red
583,,hitch,,,,,105.0,,,,,,,9,5,0,right,black
584,,hitch,,,,,105.0,,,,,,,10,5,1,right,blue
585,,hitch,,,,,105.0,,,,,,,11,6,0,right,black
586,,hitch,,,,,105.0,,,,,,,12,6,1,right,blue
587,,hitch,,,,,105.0,,,,,,,13,7,0,left,blue
588,,hitch,,,,,105.0,,,,,,,14,8,0,right,blue
589,,hitch,,,,,105.0,,,,,,,15,9,0,left,black
590,,hitch,,,,,105.0,,,,,,,16,9,1,left,red
591,,sort,,,,,106.0,,,,,,,1,1,0,left,red
592,,sort,,,,,106.0,,,,,,,2,2,0,right,blue
593,,sort,,,,,106.0,,,,,,,3,3,0,left,red
594,,sort,,,,,106.0,,,,,,,4,4,0,right,blue
595,,sort,,,,,106.0,,,,,,,5,5,0,left,red
596,,sort,,,,,106.0,,,,,,,6,6,0,right,blue
597,,sort,,,,,106.0,,,,,,,7,7,0,left,red
598,,sort,,,,,106.0,,,,,,,8,8,0,right,blue
599,,sort,,,,,106.0,,,,,,,9,9,0,left,red
600,,sort,,,,,106.0,,,,,,,10,10,0,right,blue
601,,sort,,,,,106.0,,,,,,,11,11,0,left,red
602,,sort,,,,,106.0,,,,,,,12,12,0,right,blue
603,,sort,,,,,106.0,,,,,,,13,13,0,left,red
604,,sort,,,,,106.0,,,,,,,14,14,0,right,blue
605,,sort,,,,,106.0,,,,,,,15,15,0,left,red
606,,sort,,,,,106.0,,,,,,,16,16,0,right,blue
607,,sort,,,,,106.0,,,,,,,17,17,0,left,red
608,,sort,,,,,106.0,,,,,,,18,18,0,right,blue
609,,sort,,,,,106.0,,,,,,,19,19,0,left,red
610,,sort,,,,,106.0,,,,,,,20,20,0,right,blue
611,,double,,,,,106.0,,,,,,,1,1,0,left,red
612,,double,,,,,106.0,,,,,,,2,2,0,right,blue
613,,double,,,,,106.0,,,,,,,3,2,1,right,blue
614,,double,,,,,106.0,,,,,,,4,3,0,left,red
615,,double,,,,,106.0,,,,,,,5,4,0,right,blue
616,,double,,,,,106.0,,,,,,,6,4,1,right,blue
617,,double,,,,,106.0,,,,,,,7,5,0,left,red
618,,double,,,,,106.0,,,,,,,8,6,0,right,blue
619,,double,,,,,106.0,,,,,,,9,6,1,right,blue
620,,double,,,,,106.0,,,,,,,10,7,0,left,red
621,,double,,,,,106.0,,,,,,,11,8,0,right,blue
622,,double,,,,,106.0,,,,,,,12,8,1,right,blue
623,,double,,,,,106.0,,,,,,,13,9,0,left,red
624,,double,,,,,106.0,,,,,,,14,10,0,right,blue
625,,double,,,,,106.0,,,,,,,15,10,1,right,blue
626,,double,,,,,106.0,,,,,,,16,11,0,left,red
627,,double,,,,,106.0,,,,,,,17,12,0,right,blue
628,,double,,,,,106.0,,,,,,,18,12,1,right,blue
629,,hitch,,,,,106.0,,,,,,,1,1,0,right,blue
630,,hitch,,,,,106.0,,,,,,,2,1,1,right,black
631,,hitch,,,,,106.0,,,,,,,3,2,0,left,red
632,,hitch,,,,,106.0,,,,,,,4,2,1,left,black
633,,hitch,,,,,106.0,,,,,,,5,3,0,right,blue
634,,hitch,,,,,106.0,,,,,,,6,3,1,right,black
635,,hitch,,,,,106.0,,,,,,,7,4,0,left,red
636,,hitch,,,,,106.0,,,,,,,8,4,1,left,black
637,,hitch,,,,,106.0,,,,,,,9,5,0,right,blue
638,,hitch,,,,,106.0,,,,,,,10,5,1,right,black
639,,hitch,,,,,106.0,,,,,,,11,6,0,left,red
640,,hitch,,,,,106.0,,,,,,,12,6,1,left,black
641,,hitch,,,,,106.0,,,,,,,13,7,0,right,blue
642,,hitch,,,,,106.0,,,,,,,14,7,1,right,black
643,,hitch,,,,,106.0,,,,,,,15,8,0,left,red
644,,hitch,,,,,106.0,,,,,,,16,8,1,left,black
645,,hitch,,,,,106.0,,,,,,,17,9,0,right,blue
646,,hitch,,,,,106.0,,,,,,,18,9,1,right,black
647,,hitch,,,,,106.0,,,,,,,19,10,0,left,red
648,,hitch,,,,,106.0,,,,,,,20,10,1,left,black
649,,hitch,,,,,106.0,,,,,,,21,11,0,right,blue
650,,hitch,,,,,106.0,,,,,,,22,11,1,right,black
651,,hitch,,,,,106.0,,,,,,,23,12,0,left,red
652,,hitch,,,,,106.0,,,,,,,24,12,1,left,black
653,,hitch,,,,,106.0,,,,,,,25,13,0,right,blue
654,,hitch,,,,,106.0,,,,,,,26,13,1,right,black
655,,sort,,,,,113.0,,,,,,,1,1,0,left,red
656,,sort,,,,,113.0,,,,,,,2,2,0,right,blue
657,,sort,,,,,113.0,,,,,,,3,3,0,left,red
658,,sort,,,,,113.0,,,,,,,4,4,0,right,blue
659,,sort,,,,,113.0,,,,,,,5,5,0,left,red
660,,sort,,,,,113.0,,,,,,,6,6,0,right,blue
661,,sort,,,,,113.0,,,,,,,7,7,0,left,red
662,,sort,,,,,113.0,,,,,,,8,8,0,right,blue
663,,sort,,,,,113.0,,,,,,,9,9,0,left,red
664,,sort,,,,,113.0,,,,,,,10,10,0,right,blue
665,,sort,,,,,113.0,,,,,,,11,11,0,left,red
666,,sort,,,,,113.0,,,,,,,12,12,0,right,blue
667,,sort,,,,,113.0,,,,,,,13,13,0,left,red
668,,sort,,,,,113.0,,,,,,,14,14,0,right,blue
669,,sort,,,,,113.0,,,,,,,15,15,0,left,red
670,,sort,,,,,113.0,,,,,,,16,16,0,right,blue
671,,double,,,,,113.0,,,,,,,1,1,0,left,red
672,,double,,,,,113.0,,,,,,,2,2,0,right,blue
673,,double,,,,,113.0,,,,,,,3,2,1,right,blue
674,,double,,,,,113.0,,,,,,,4,3,0,left,red
675,,double,,,,,113.0,,,,,,,5,4,0,right,blue
676,,double,,,,,113.0,,,,,,,6,4,1,right,blue
677,,double,,,,,113.0,,,,,,,7,5,0,left,red
678,,double,,,,,113.0,,,,,,,8,6,0,right,blue
679,,double,,,,,113.0,,,,,,,9,6,1,right,blue
680,,double,,,,,113.0,,,,,,,10,7,0,left,red
681,,double,,,,,113.0,,,,,,,11,8,0,right,blue
682,,double,,,,,113.0,,,,,,,12,8,1,right,blue
683,,double,,,,,113.0,,,,,,,13,9,0,left,red
684,,double,,,,,113.0,,,,,,,14,10,0,right,blue
685,,double,,,,,113.0,,,,,,,15,10,1,right,blue
686,,double,,,,,113.0,,,,,,,16,11,0,left,red
687,,double,,,,,113.0,,,,,,,17,12,0,right,blue
688,,double,,,,,113.0,,,,,,,18,12,1,right,blue
689,,double,,,,,113.0,,,,,,,19,13,0,left,red
690,,double,,,,,113.0,,,,,,,20,14,0,right,blue
691,,double,,,,,113.0,,,,,,,21,14,1,right,blue
692,,hitch,,,,,113.0,,,,,,,1,1,0,left,red
693,,hitch,,,,,113.0,,,,,,,2,1,1,left,black
694,,hitch,,,,,113.0,,,,,,,3,2,0,right,blue
695,,hitch,,,,,113.0,,,,,,,4,2,1,right,black
696,,hitch,,,,,113.0,,,,,,,5,3,0,left,red
697,,hitch,,,,,113.0,,,,,,,6,3,1,left,black
698,,hitch,,,,,113.0,,,,,,,7,4,0,right,blue
699,,hitch,,,,,113.0,,,,,,,8,4,1,right,black
700,,hitch,,,,,113.0,,,,,,,9,5,0,left,red
701,,hitch,,,,,113.0,,,,,,,10,5,1,left,black
702,,hitch,,,,,113.0,,,,,,,11,6,0,right,blue
703,,hitch,,,,,113.0,,,,,,,12,6,1,right,black
704,,hitch,,,,,113.0,,,,,,,13,7,0,left,red
705,,hitch,,,,,113.0,,,,,,,14,7,1,left,black
706,,hitch,,,,,113.0,,,,,,,15,8,0,right,blue
707,,hitch,,,,,113.0,,,,,,,16,8,1,right,black
708,,hitch,,,,,113.0,,,,,,,17,9,0,left,red
709,,hitch,,,,,113.0,,,,,,,18,9,1,left,black
710,,hitch,,,,,113.0,,,,,,,19,10,0,right,blue
711,,hitch,,,,,113.0,,,,,,,20,10,1,right,black
712,,hitch,,,,,113.0,,,,,,,21,11,0,left,red
713,,hitch,,,,,113.0,,,,,,,22,11,1,left,black
714,,sort,,,,,123.0,,,,,,,1,1,0,right,blue
715,,sort,,,,,123.0,,,,,,,2,2,0,left,red
716,,sort,,,,,123.0,,,,,,,3,3,0,right,blue
717,,sort,,,,,123.0,,,,,,,4,4,0,left,red
718,,sort,,,,,123.0,,,,,,,5,5,0,right,blue
719,,sort,,,,,123.0,,,,,,,6,6,0,left,red
720,,sort,,,,,123.0,,,,,,,7,7,0,right,blue
721,,sort,,,,,123.0,,,,,,,8,8,0,left,red
722,,sort,,,,,123.0,,,,,,,9,9,0,right,blue
723,,sort,,,,,123.0,,,,,,,10,10,0,left,red
724,,sort,,,,,123.0,,,,,,,11,11,0,right,blue
725,,sort,,,,,123.0,,,,,,,12,12,0,right,blue
726,,sort,,,,,123.0,,,,,,,13,13,0,left,red
727,,sort,,,,,123.0,,,,,,,14,14,0,right,blue
728,,sort,,,,,123.0,,,,,,,15,15,0,left,red
729,,sort,,,,,123.0,,,,,,,16,16,0,right,blue
730,,double,,,,,123.0,,,,,,,1,1,0,right,blue
731,,double,,,,,123.0,,,,,,,2,1,1,right,blue
732,,double,,,,,123.0,,,,,,,3,2,0,left,red
733,,double,,,,,123.0,,,,,,,4,3,0,right,blue
734,,double,,,,,123.0,,,,,,,5,3,1,right,blue
735,,double,,,,,123.0,,,,,,,6,4,0,left,red
736,,double,,,,,123.0,,,,,,,7,5,0,right,blue
737,,double,,,,,123.0,,,,,,,8,5,1,right,blue
738,,double,,,,,123.0,,,,,,,9,6,0,left,red
739,,double,,,,,123.0,,,,,,,10,7,0,right,blue
740,,double,,,,,123.0,,,,,,,11,7,1,right,blue
741,,double,,,,,123.0,,,,,,,12,8,0,left,red
742,,double,,,,,123.0,,,,,,,13,9,0,right,blue
743,,double,,,,,123.0,,,,,,,14,9,1,right,blue
744,,double,,,,,123.0,,,,,,,15,10,0,left,red
745,,hitch,,,,,123.0,,,,,,,1,1,0,right,blue
746,,hitch,,,,,123.0,,,,,,,2,1,1,right,black
747,,hitch,,,,,123.0,,,,,,,3,2,0,left,red
748,,hitch,,,,,123.0,,,,,,,4,2,1,left,black
749,,hitch,,,,,123.0,,,,,,,5,3,0,right,blue
750,,hitch,,,,,123.0,,,,,,,6,3,1,right,black
751,,hitch,,,,,123.0,,,,,,,7,4,0,left,red
752,,hitch,,,,,123.0,,,,,,,8,4,1,left,black
753,,hitch,,,,,123.0,,,,,,,9,5,0,right,blue
754,,hitch,,,,,123.0,,,,,,,10,5,1,right,black
755,,hitch,,,,,123.0,,,,,,,11,6,0,left,red
756,,hitch,,,,,123.0,,,,,,,12,6,1,left,black
757,,hitch,,,,,123.0,,,,,,,13,7,0,right,blue
758,,hitch,,,,,123.0,,,,,,,14,7,1,right,black
759,,hitch,,,,,123.0,,,,,,,15,8,0,left,red
760,,hitch,,,,,123.0,,,,,,,16,8,1,left,black
761,,hitch,,,,,123.0,,,,,,,17,9,0,right,blue
762,,hitch,,,,,123.0,,,,,,,18,9,1,right,black
763,,hitch,,,,,123.0,,,,,,,19,10,0,left,red
764,,hitch,,,,,123.0,,,,,,,20,10,1,left,black
765,,hitch,,,,,123.0,,,,,,,21,11,0,right,blue
766,,hitch,,,,,123.0,,,,,,,22,11,1,right,black
767,,sort,,,,,124.0,,,,,,,1,1,0,left,red
768,,sort,,,,,124.0,,,,,,,2,2,0,right,blue
769,,sort,,,,,124.0,,,,,,,3,3,0,left,red
770,,sort,,,,,124.0,,,,,,,4,4,0,right,blue
771,,sort,,,,,124.0,,,,,,,5,5,0,left,red
772,,sort,,,,,124.0,,,,,,,6,6,0,right,blue
773,,sort,,,,,124.0,,,,,,,7,7,0,left,red
774,,sort,,,,,124.0,,,,,,,8,8,0,right,blue
775,,sort,,,,,124.0,,,,,,,9,9,0,left,red
776,,sort,,,,,124.0,,,,,,,10,10,0,right,blue
777,,sort,,,,,124.0,,,,,,,11,11,0,left,red
778,,sort,,,,,124.0,,,,,,,12,12,0,right,blue
779,,sort,,,,,124.0,,,,,,,13,13,0,left,red
780,,sort,,,,,124.0,,,,,,,14,14,0,right,blue
781,,sort,,,,,124.0,,,,,,,15,15,0,left,red
782,,sort,,,,,124.0,,,,,,,16,16,0,right,blue
783,,sort,,,,,124.0,,,,,,,17,17,0,left,red
784,,sort,,,,,124.0,,,,,,,18,18,0,right,blue
785,,sort,,,,,124.0,,,,,,,19,19,0,left,blue
786,,sort,,,,,124.0,,,,,,,20,20,0,right,blue
787,,sort,,,,,124.0,,,,,,,21,21,0,left,red
788,,sort,,,,,124.0,,,,,,,22,22,0,right,blue
789,,double,,,,,124.0,,,,,,,1,1,0,left,red
790,,double,,,,,124.0,,,,,,,2,1,1,left,red
791,,double,,,,,124.0,,,,,,,3,2,0,right,blue
792,,double,,,,,124.0,,,,,,,4,3,0,left,red
793,,double,,,,,124.0,,,,,,,5,4,0,right,blue
794,,double,,,,,124.0,,,,,,,6,5,0,left,red
795,,double,,,,,124.0,,,,,,,7,6,0,right,blue
796,,double,,,,,124.0,,,,,,,8,7,0,left,red
797,,double,,,,,124.0,,,,,,,9,8,0,right,blue
798,,double,,,,,124.0,,,,,,,10,9,0,left,red
799,,double,,,,,124.0,,,,,,,11,10,0,right,blue
800,,double,,,,,124.0,,,,,,,12,11,0,left,red
801,,double,,,,,124.0,,,,,,,13,12,0,left,red
802,,double,,,,,124.0,,,,,,,14,13,0,right,blue
803,,double,,,,,124.0,,,,,,,15,14,0,right,blue
804,,double,,,,,124.0,,,,,,,16,15,0,left,red
805,,double,,,,,124.0,,,,,,,17,16,0,right,blue
806,,double,,,,,124.0,,,,,,,18,17,0,left,red
807,,double,,,,,124.0,,,,,,,19,18,0,right,blue
808,,double,,,,,124.0,,,,,,,20,19,0,left,red
809,,double,,,,,124.0,,,,,,,21,20,0,right,blue
810,,hitch,,,,,124.0,,,,,,,1,1,0,left,red
811,,hitch,,,,,124.0,,,,,,,2,1,1,left,black
812,,hitch,,,,,124.0,,,,,,,3,2,0,right,blue
813,,hitch,,,,,124.0,,,,,,,4,2,1,right,black
814,,hitch,,,,,124.0,,,,,,,5,3,0,left,red
815,,hitch,,,,,124.0,,,,,,,6,3,1,left,black
816,,hitch,,,,,124.0,,,,,,,7,4,0,right,blue
817,,hitch,,,,,124.0,,,,,,,8,4,1,right,black
818,,hitch,,,,,124.0,,,,,,,9,5,0,left,red
819,,hitch,,,,,124.0,,,,,,,10,5,1,left,black
820,,hitch,,,,,124.0,,,,,,,11,6,0,right,blue
821,,hitch,,,,,124.0,,,,,,,12,6,1,right,black
822,,hitch,,,,,124.0,,,,,,,13,7,0,left,red
823,,hitch,,,,,124.0,,,,,,,14,7,1,left,black
824,,hitch,,,,,124.0,,,,,,,15,8,0,right,blue
825,,hitch,,,,,124.0,,,,,,,16,8,1,right,black
826,,hitch,,,,,124.0,,,,,,,17,9,0,left,red
827,,hitch,,,,,124.0,,,,,,,18,9,1,left,black
828,,hitch,,,,,124.0,,,,,,,19,10,0,right,blue
829,,hitch,,,,,124.0,,,,,,,20,10,1,right,black
830,,sort,,,,,,,,,,,,1,1,0,left,red
831,,sort,,,,,,,,,,,,2,2,0,right,blue
832,,sort,,,,,,,,,,,,3,3,0,left,red
833,,sort,,,,,,,,,,,,4,4,0,right,blue
834,,sort,,,,,,,,,,,,5,5,0,left,red
835,,sort,,,,,,,,,,,,6,6,0,right,blue
836,,sort,,,,,,,,,,,,7,7,0,left,red
837,,sort,,,,,,,,,,,,8,8,0,right,blue
838,,sort,,,,,,,,,,,,9,9,0,left,red
839,,sort,,,,,,,,,,,,10,10,0,right,blue
840,,sort,,,,,,,,,,,,11,11,0,right,blue
841,,sort,,,,,,,,,,,,12,12,0,left,red
842,,sort,,,,,,,,,,,,13,13,0,right,blue
843,,sort,,,,,,,,,,,,14,14,0,left,red
844,,sort,,,,,,,,,,,,15,15,0,right,blue
845,,sort,,,,,,,,,,,,16,16,0,left,red
846,,sort,,,,,,,,,,,,17,17,0,right,blue
847,,double,,,,,,,,,,,,1,1,0,right,blue
848,,double,,,,,,,,,,,,2,1,1,right,blue
849,,double,,,,,,,,,,,,3,2,0,left,red
850,,double,,,,,,,,,,,,4,3,0,right,blue
851,,double,,,,,,,,,,,,5,3,1,right,blue
852,,double,,,,,,,,,,,,6,4,0,left,red
853,,double,,,,,,,,,,,,7,5,0,right,blue
854,,double,,,,,,,,,,,,8,5,1,right,blue
855,,double,,,,,,,,,,,,9,6,0,left,red
856,,double,,,,,,,,,,,,10,7,0,left,red
857,,double,,,,,,,,,,,,11,7,1,left,red
858,,double,,,,,,,,,,,,12,8,0,right,blue
859,,double,,,,,,,,,,,,13,8,1,right,blue
860,,double,,,,,,,,,,,,14,9,0,left,red
861,,double,,,,,,,,,,,,15,10,0,right,blue
862,,double,,,,,,,,,,,,16,10,1,right,blue
863,,double,,,,,,,,,,,,17,11,0,left,red
864,,double,,,,,,,,,,,,18,12,0,right,blue
865,,double,,,,,,,,,,,,19,12,1,right,blue
866,,double,,,,,,,,,,,,20,13,0,left,red
867,,hitch,,,,,,,,,,,,1,1,0,right,blue
868,,hitch,,,,,,,,,,,,2,1,1,right,black
869,,hitch,,,,,,,,,,,,3,2,0,left,red
870,,hitch,,,,,,,,,,,,4,2,1,left,black
871,,hitch,,,,,,,,,,,,5,3,0,left,red
872,,hitch,,,,,,,,,,,,6,3,1,left,black
873,,hitch,,,,,,,,,,,,7,4,0,right,blue
874,,hitch,,,,,,,,,,,,8,4,1,right,black
875,,hitch,,,,,,,,,,,,9,5,0,left,red
876,,hitch,,,,,,,,,,,,10,5,1,left,black
877,,hitch,,,,,,,,,,,,11,6,0,left,red
878,,hitch,,,,,,,,,,,,12,6,1,left,black
879,,hitch,,,,,,,,,,,,13,7,0,right,blue
880,,hitch,,,,,,,,,,,,14,7,1,right,black
881,,sort,,,,,127.0,,,,,,,1,1,0,right,blue
882,,sort,,,,,127.0,,,,,,,2,2,0,left,red
883,,sort,,,,,127.0,,,,,,,3,3,0,left,red
884,,sort,,,,,127.0,,,,,,,4,4,0,right,blue
885,,sort,,,,,127.0,,,,,,,5,5,0,left,red
886,,sort,,,,,127.0,,,,,,,6,6,0,right,blue
887,,double,,,,,127.0,,,,,,,1,1,0,left,red
888,,double,,,,,127.0,,,,,,,2,1,1,left,red
889,,double,,,,,127.0,,,,,,,3,2,0,right,blue
890,,double,,,,,127.0,,,,,,,4,2,1,right,blue
891,,double,,,,,127.0,,,,,,,5,3,0,right,blue
892,,double,,,,,127.0,,,,,,,6,3,1,right,blue
893,,double,,,,,127.0,,,,,,,7,4,0,left,red
894,,double,,,,,127.0,,,,,,,8,4,1,left,red
895,,double,,,,,127.0,,,,,,,9,5,0,right,blue
896,,double,,,,,127.0,,,,,,,10,5,1,right,blue
897,,double,,,,,127.0,,,,,,,11,6,0,left,red
898,,double,,,,,127.0,,,,,,,12,6,1,left,red
899,,double,,,,,127.0,,,,,,,13,7,0,right,blue
900,,double,,,,,127.0,,,,,,,14,7,1,right,blue
901,,double,,,,,127.0,,,,,,,15,8,0,left,red
902,,double,,,,,127.0,,,,,,,16,8,1,left,red
903,,double,,,,,127.0,,,,,,,17,9,0,right,blue
904,,double,,,,,127.0,,,,,,,18,9,1,right,blue
905,,double,,,,,127.0,,,,,,,19,10,0,left,red
906,,double,,,,,127.0,,,,,,,20,10,1,left,red
